
code	|	name	|	preferred name	|	lineage
1	|	Alcanivorax pacificus	|	 	|	1306787 59753 224372 135619 1236 1224 2 131567 
1	|	Algibacter alginicilyticus	|	 	|	1736674 261827 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Algibacter aquaticus	|	 	|	1849968 261827 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Algibacter lectus	|	 	|	221126 261827 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Algibacter pectinivorans	|	 	|	870482 261827 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Algiphilus aromaticivorans	|	 	|	382454 1266053 1266054 1775403 1236 1224 2 131567 
1	|	Algoriella xinjiangensis	|	 	|	684065 1762932 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Algoriphagus alkaliphilus	|	 	|	279824 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus antarcticus	|	 	|	238540 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus aquimarinus	|	 	|	237018 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus faecimaris	|	 	|	686796 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus halophilus	|	 	|	226505 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus hitonicola	|	 	|	435880 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus machipongonensis	|	 	|	388413 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus mannitolivorans	|	 	|	226504 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus marincola	|	 	|	264027 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus marinus	|	 	|	1925762 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus ornithinivorans	|	 	|	226506 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus ratkowskyi	|	 	|	57028 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus resistens	|	 	|	1750590 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus terrigena	|	 	|	344884 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus vanfongensis	|	 	|	426371 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Algoriphagus zhangzhouensis	|	 	|	1073327 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Alicycliphilus denitrificans	|	 	|	179636 201096 80864 80840 28216 1224 2 131567 
1	|	Alicyclobacillus acidiphilus	|	 	|	182455 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus acidocaldarius	|	 	|	405212 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus acidoterrestris	|	 	|	1450 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus contaminans	|	 	|	392016 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus ferrooxydans	|	 	|	471514 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus herbarius	|	 	|	122960 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus hesperidum	|	 	|	89784 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus kakegawensis	|	 	|	392012 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus macrosporangiidus	|	 	|	392015 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus mali	|	 	|	1123961 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus pomorum	|	 	|	204470 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Alicyclobacillus vulcanalis	|	 	|	252246 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	Aliiarcobacter faecis	|	Aliarcobacter faecis	|	1564138 2321111 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Aliicoccus persicus	|	 	|	930138 1647178 90964 1385 91061 1239 1783272 2 131567 
1	|	Aliifodinibius roseus	|	 	|	1194090 1397107 1813606 1853223 1853221 1936987 68336 1783270 2 131567 
1	|	Aliiroseovarius crassostreae	|	 	|	154981 1658781 31989 204455 28211 1224 2 131567 
1	|	Aliiroseovarius sediminilitoris	|	 	|	1173584 1658781 31989 204455 28211 1224 2 131567 
1	|	Aliivibrio fischeri	|	 	|	668 511678 641 135623 1236 1224 2 131567 
1	|	Aliivibrio salmonicida	|	 	|	40269 511678 641 135623 1236 1224 2 131567 
1	|	Aliivibrio wodanis	|	 	|	80852 511678 641 135623 1236 1224 2 131567 
1	|	Alishewanella agri	|	 	|	553384 111142 72275 135622 1236 1224 2 131567 
1	|	Alistipes finegoldii	|	 	|	214856 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes ihumii	|	 	|	1470347 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes indistinctus	|	 	|	626932 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes inops	|	 	|	1501391 239759 171550 171549 200643 976 68336 1783270 2 131567 
2	|	Alistipes obesi	|	Alistipes communis	|	2585118 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes putredinis	|	 	|	28117 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes senegalensis	|	 	|	1288121 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes shahii	|	 	|	328814 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Alistipes timonensis	|	 	|	1465754 239759 171550 171549 200643 976 68336 1783270 2 131567 
1	|	Aliterella atlantica	|	 	|	1827278 1827277 1890528 1890505 1117 1798711 1783272 2 131567 
1	|	Alkalibacter saccharofermentans	|	 	|	235931 274470 186806 186802 186801 1239 1783272 2 131567 
1	|	Alkalibacterium gilvum	|	 	|	1130080 99906 186828 186826 91061 1239 1783272 2 131567 
1	|	Alkalibacterium pelagium	|	 	|	426702 99906 186828 186826 91061 1239 1783272 2 131567 
1	|	Alkalibacterium subtropicum	|	 	|	753702 99906 186828 186826 91061 1239 1783272 2 131567 
1	|	Alkaliflexus imshenetskii	|	 	|	286730 286729 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	Alkalilimnicola ehrlichii	|	 	|	351052 133193 72276 135613 1236 1224 2 131567 
1	|	Alkalimonas amylolytica	|	 	|	152573 265980 118884 1236 1224 2 131567 
1	|	Alkaliphilus metalliredigens	|	 	|	208226 114627 31979 186802 186801 1239 1783272 2 131567 
1	|	Alkaliphilus oremlandii	|	 	|	461876 114627 31979 186802 186801 1239 1783272 2 131567 
1	|	Alkaliphilus peptidifermentans	|	 	|	426129 114627 31979 186802 186801 1239 1783272 2 131567 
1	|	Alkaliphilus transvaalensis	|	 	|	114628 114627 31979 186802 186801 1239 1783272 2 131567 
1	|	Alkalispirochaeta alkalica	|	 	|	46356 2024958 137 136 203692 203691 2 131567 
1	|	Alkalispirochaeta americana	|	 	|	159291 2024958 137 136 203692 203691 2 131567 
1	|	Alkalispirochaeta odontotermitis	|	 	|	1329640 2024958 137 136 203692 203691 2 131567 
1	|	Alkalitalea saponilacus	|	 	|	889453 1193324 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	Alkanindiges illinoisensis	|	 	|	197183 222991 468 72274 1236 1224 2 131567 
1	|	Allisonella histaminiformans	|	 	|	209880 209879 31977 1843489 909932 1239 1783272 2 131567 
1	|	Alloactinosynnema album	|	Actinokineospora alba	|	504798 39845 2070 85010 1760 201174 1783272 2 131567 
1	|	Alloactinosynnema iranicum	|	Actinokineospora iranica	|	1271860 39845 2070 85010 1760 201174 1783272 2 131567 
1	|	Allobaculum stercoricanis	|	 	|	174709 174708 128827 526525 526524 1239 1783272 2 131567 
1	|	Allochromatium vinosum	|	 	|	1049 85072 1046 135613 1236 1224 2 131567 
1	|	Allochromatium warmingii	|	 	|	61595 85072 1046 135613 1236 1224 2 131567 
1	|	Allofustis seminis	|	 	|	166939 192987 186828 186826 91061 1239 1783272 2 131567 
1	|	Alloiococcus otitis	|	 	|	1652 1651 186828 186826 91061 1239 1783272 2 131567 
1	|	Allokutzneria albata	|	 	|	211114 1137960 2070 85010 1760 201174 1783272 2 131567 
1	|	Alloprevotella rava	|	 	|	671218 1283313 171552 171549 200643 976 68336 1783270 2 131567 
1	|	Alloprevotella tannerae	|	 	|	76122 1283313 171552 171549 200643 976 68336 1783270 2 131567 
1	|	Alloscardovia criceti	|	 	|	356828 419014 31953 85004 1760 201174 1783272 2 131567 
1	|	Alloscardovia macacae	|	 	|	1160091 419014 31953 85004 1760 201174 1783272 2 131567 
1	|	Alloscardovia omnicolens	|	 	|	419015 419014 31953 85004 1760 201174 1783272 2 131567 
1	|	Altererythrobacter atlanticus	|	 	|	1267766 361177 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter dongtanensis	|	Tsuneonella dongtanensis	|	692370 2800686 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter epoxidivorans	|	 	|	361183 361177 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter ishigakiensis	|	 	|	476157 361177 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter marensis	|	Pelagerythrobacter marensis	|	543877 2800685 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter namhicola	|	Paraurantiacibacter namhicola	|	645517 2800682 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter troitsensis	|	Tsuneonella troitsensis	|	292222 2800686 335929 204457 28211 1224 2 131567 
1	|	Altererythrobacter xiamenensis	|	 	|	1316679 361177 335929 204457 28211 1224 2 131567 
1	|	Alteribacillus bidgolensis	|	 	|	930129 1433300 186817 1385 91061 1239 1783272 2 131567 
1	|	Alterileibacterium massiliense	|	 	|	1870997 1980680 543314 538999 186802 186801 1239 1783272 2 131567 
1	|	Alteromonas australica	|	 	|	589873 226 72275 135622 1236 1224 2 131567 
1	|	Alteromonas confluentis	|	 	|	1656094 226 72275 135622 1236 1224 2 131567 
1	|	Alteromonas lipolytica	|	 	|	1856405 226 72275 135622 1236 1224 2 131567 
1	|	Alteromonas macleodii	|	 	|	28108 226 72275 135622 1236 1224 2 131567 
1	|	Alteromonas naphthalenivorans	|	 	|	715451 226 72275 135622 1236 1224 2 131567 
1	|	Alteromonas stellipolaris	|	 	|	233316 226 72275 135622 1236 1224 2 131567 
1	|	Altibacter lentus	|	 	|	1223410 1535231 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Alysiella crassa	|	 	|	153491 194195 481 206351 28216 1224 2 131567 
1	|	Amantichitinum ursilacus	|	 	|	857265 1433987 481 206351 28216 1224 2 131567 
1	|	Aminobacter aminovorans	|	 	|	83263 31988 69277 356 28211 1224 2 131567 
1	|	Amorphus coralli	|	 	|	340680 580880 119043 356 28211 1224 2 131567 
1	|	Amphibacillus sediminis	|	 	|	360185 29331 186817 1385 91061 1239 1783272 2 131567 
1	|	Amphibacillus xylanus	|	 	|	1449 29331 186817 1385 91061 1239 1783272 2 131567 
1	|	Amphiplicatus metriothermophilus	|	 	|	1519374 1519373 255474 255473 28211 1224 2 131567 
1	|	Amphritea atlantica	|	 	|	355243 515417 135620 135619 1236 1224 2 131567 
1	|	Amphritea japonica	|	 	|	452627 515417 135620 135619 1236 1224 2 131567 
1	|	Amycolatopsis australiensis	|	 	|	546364 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis balhimycina	|	 	|	208443 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis benzoatilytica	|	 	|	346045 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis halophila	|	Haloechinothrix halophila	|	1069073 1425377 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis japonica	|	 	|	208439 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis jejuensis	|	 	|	330084 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis marina	|	 	|	490629 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis mediterranei	|	 	|	33910 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis methanolica	|	 	|	1814 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis nigrescens	|	 	|	381445 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis orientalis	|	 	|	31958 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis rubida	|	 	|	112413 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis saalfeldensis	|	 	|	394193 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis sacchari	|	 	|	115433 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis taiwanensis	|	 	|	342230 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Amycolatopsis xylanica	|	 	|	589385 1813 2070 85010 1760 201174 1783272 2 131567 
1	|	Anabaena cylindrica	|	 	|	1165 1163 1162 1161 1117 1798711 1783272 2 131567 
1	|	Anabaena sp. 90	|	 	|	46234 2619674 1163 1162 1161 1117 1798711 1783272 2 131567 
1	|	Anaeroarcus burkinensis	|	 	|	82376 151038 1843490 909929 909932 1239 1783272 2 131567 
1	|	Anaerobiospirillum succiniciproducens	|	 	|	13335 13334 83763 135624 1236 1224 2 131567 
1	|	Anaerobium acetethylicum	|	 	|	1619234 1855714 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerobranca californiensis	|	 	|	182411 42447 1491775 186802 186801 1239 1783272 2 131567 
1	|	Anaerobutyricum hallii	|	 	|	39488 2569097 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerococcus hydrogenalis	|	 	|	33029 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus lactolyticus	|	 	|	33032 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus mediterraneensis	|	 	|	1870984 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus obesiensis	|	 	|	1287640 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus pacaensis	|	 	|	1465826 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus prevotii	|	 	|	33034 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus provencensis	|	 	|	938293 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus senegalensis	|	 	|	1288120 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus tetradius	|	 	|	33036 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerococcus vaginalis	|	 	|	33037 165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerocolumna aminovalerica	|	 	|	1527 1843210 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerocolumna jejuensis	|	 	|	259063 1843210 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerocolumna xylanovorans	|	 	|	100134 1843210 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerofustis stercorihominis	|	 	|	214853 264995 186806 186802 186801 1239 1783272 2 131567 
1	|	Anaeroglobus geminatus	|	 	|	156456 156454 31977 1843489 909932 1239 1783272 2 131567 
1	|	Anaerolinea thermolimosa	|	 	|	229919 233189 292628 292629 292625 200795 1783272 2 131567 
1	|	Anaerolinea thermophila	|	 	|	167964 233189 292628 292629 292625 200795 1783272 2 131567 
1	|	Anaeromassilibacillus senegalensis	|	 	|	1673717 1924093 541000 186802 186801 1239 1783272 2 131567 
1	|	Anaeromyxobacter dehalogenans	|	 	|	161493 161492 1524215 80811 29 28221 68525 1224 2 131567 
1	|	Anaeromyxobacter sp. Fw109-5	|	 	|	404589 2620896 161492 1524215 80811 29 28221 68525 1224 2 131567 
1	|	Anaeromyxobacter sp. K	|	 	|	447217 2620896 161492 1524215 80811 29 28221 68525 1224 2 131567 
1	|	Anaerophaga thermohalophila	|	 	|	177400 177399 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	Anaerorhabdus furcosa	|	 	|	118967 118966 128827 526525 526524 1239 1783272 2 131567 
1	|	Anaerosphaera aminiphila	|	 	|	1120994 1273095 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	Anaerosporobacter mobilis	|	 	|	264463 653683 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerosporomusa subterranea	|	 	|	1794912 1794910 1843490 909929 909932 1239 1783272 2 131567 
1	|	Anaerostipes caccae	|	 	|	105841 207244 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerostipes hadrus	|	 	|	649756 207244 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerotignum lactatifermentans	|	 	|	160404 2039240 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerotignum neopropionicum	|	 	|	36847 2039240 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerotignum propionicum	|	 	|	28446 2039240 186803 186802 186801 1239 1783272 2 131567 
1	|	Anaerotruncus colihominis	|	 	|	169435 244127 541000 186802 186801 1239 1783272 2 131567 
1	|	Anaerotruncus rubiinfantis	|	 	|	1720200 244127 541000 186802 186801 1239 1783272 2 131567 
1	|	Anaerovibrio lipolyticus	|	 	|	82374 82373 1843491 909929 909932 1239 1783272 2 131567 
1	|	Anaerovirgula multivorans	|	 	|	312168 561442 538999 186802 186801 1239 1783272 2 131567 
1	|	Anaerovorax odorimutans	|	 	|	109327 109326 543314 538999 186802 186801 1239 1783272 2 131567 
1	|	Anaplasma centrale	|	 	|	769 768 942 766 28211 1224 2 131567 
1	|	Anaplasma marginale	|	 	|	770 768 942 766 28211 1224 2 131567 
1	|	Anaplasma phagocytophilum	|	 	|	948 106179 768 942 766 28211 1224 2 131567 
1	|	Ancylobacter rudongensis	|	 	|	177413 99 335928 356 28211 1224 2 131567 
1	|	Anditalea andensis	|	 	|	1048983 1494913 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Andreesenia angusta	|	 	|	39480 2042899 2042895 1737405 1737404 1239 1783272 2 131567 
1	|	Andreprevotia chitinilytica	|	 	|	396808 397275 1499392 206351 28216 1224 2 131567 
1	|	Andreprevotia lacus	|	 	|	1121000 397275 1499392 206351 28216 1224 2 131567 
1	|	Aneurinibacillus aneurinilyticus	|	 	|	1391 55079 85151 186822 1385 91061 1239 1783272 2 131567 
1	|	Aneurinibacillus migulanus	|	 	|	47500 55079 85151 186822 1385 91061 1239 1783272 2 131567 
1	|	Aneurinibacillus terranovensis	|	 	|	278991 55079 85151 186822 1385 91061 1239 1783272 2 131567 
1	|	Aneurinibacillus thermoaerophilus	|	 	|	143495 55079 85151 186822 1385 91061 1239 1783272 2 131567 
1	|	Aneurinibacillus tyrosinisolvens	|	 	|	1443435 55079 85151 186822 1385 91061 1239 1783272 2 131567 
1	|	Angelakisella massiliensis	|	 	|	1871018 1935176 541000 186802 186801 1239 1783272 2 131567 
1	|	Anoxybacillus amylolyticus	|	 	|	294699 150247 186817 1385 91061 1239 1783272 2 131567 
1	|	Anoxybacillus flavithermus	|	 	|	33934 150247 186817 1385 91061 1239 1783272 2 131567 
1	|	Anoxybacillus gonensis	|	 	|	198467 150247 186817 1385 91061 1239 1783272 2 131567 
1	|	Anoxybacillus tepidamans	|	 	|	265948 150247 186817 1385 91061 1239 1783272 2 131567 
1	|	Antarctobacter heliothermus	|	 	|	74033 74032 31989 204455 28211 1224 2 131567 
1	|	Aphanizomenon flos-aquae	|	 	|	1176 1175 1892259 1161 1117 1798711 1783272 2 131567 
1	|	Apibacter mensalis	|	 	|	1586267 1778601 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Aquabacterium parvum	|	 	|	70584 92793 224471 80840 28216 1224 2 131567 
1	|	Aquamicrobium aerolatum	|	 	|	561088 69278 69277 356 28211 1224 2 131567 
1	|	Aquamicrobium defluvii	|	 	|	69279 69278 69277 356 28211 1224 2 131567 
1	|	Aquaspirillum serpens	|	 	|	190 187 1499392 206351 28216 1224 2 131567 
1	|	Aquifex aeolicus	|	 	|	63363 2713 64898 32069 187857 200783 2 131567 
1	|	Aquiflexum balticum	|	 	|	280473 280472 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Aquimarina agarilytica	|	 	|	1087449 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina amphilecti	|	 	|	1038014 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina latercula	|	 	|	987 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina longa	|	 	|	1080221 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina macrocephali	|	 	|	666563 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina muelleri	|	 	|	279356 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina pacifica	|	 	|	1296415 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimarina spongiae	|	 	|	570521 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Aquimixticola soesokkakensis	|	 	|	1519096 1774278 31989 204455 28211 1224 2 131567 
1	|	Aquimonas voraii	|	 	|	265719 265718 1775411 135614 1236 1224 2 131567 
1	|	Aquincola tertiaricarbonis	|	 	|	391953 391952 224471 80840 28216 1224 2 131567 
1	|	Aquisalimonas asiatica	|	 	|	406100 406099 72276 135613 1236 1224 2 131567 
1	|	Aquitalea pelogenes	|	 	|	1293573 407217 1499392 206351 28216 1224 2 131567 
1	|	Arabia massiliensis	|	 	|	1870985 2005386 1643826 1643822 84998 201174 1783272 2 131567 
1	|	Arachidicoccus rhizosphaerae	|	 	|	551991 1769012 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Arcanobacterium haemolyticum	|	 	|	28264 28263 2049 2037 1760 201174 1783272 2 131567 
1	|	Arcanobacterium phocae	|	 	|	131112 28263 2049 2037 1760 201174 1783272 2 131567 
1	|	Arcanobacterium urinimassiliense	|	 	|	1871014 28263 2049 2037 1760 201174 1783272 2 131567 
1	|	Archangium gephyra	|	 	|	48 47 39 80811 29 28221 68525 1224 2 131567 
1	|	Arcobacter anaerophilus	|	 	|	877500 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter butzleri	|	 	|	28197 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter cibarius	|	 	|	255507 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter cryaerophilus	|	 	|	28198 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter lanthieri	|	 	|	1355374 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter lekithochrous	|	Poseidonibacter lekithochrous	|	1904463 2321187 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter marinus	|	Malaciobacter marinus	|	505249 2321114 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter nitrofigilis	|	 	|	28199 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter skirrowii	|	 	|	28200 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter sp. L	|	 	|	944547 2321207 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcobacter thereius	|	 	|	544718 28196 2321108 72294 213849 29547 68525 1224 2 131567 
1	|	Arcticibacter svalbardensis	|	 	|	1288027 1288026 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Ardenticatena maritima	|	 	|	872965 1382931 1382930 1382929 1382928 200795 1783272 2 131567 
